,Location 1,Location 2,Location 3,Location 4,Location 5,Location 6,Occupied 1,Occupied 2,Occupied 3,Occupied 4,Occupied 5,Occupied 6
0,Base,Base,Base,Base,Base,Base,,,,,,
1,Cutter,Cutter,Cutter,Base,Base,Base,False,False,False,,,
2,Base,Base,Base,Base,Base,Base,True,True,True,,,
3,Mega_Stitch,Mega_Stitch,Mega_Stitch,Base,Base,Base,True,True,True,,,
4,Mega_Stitch,Mega_Stitch,Mega_Stitch,Base,Base,Base,True,True,True,,,
5,Mega_Stitch,Mega_Stitch,Mega_Stitch,Cutter,Cutter,Cutter,True,True,True,,False,False
6,Mega_Stitch,Mega_Stitch,Mega_Stitch,Cutter,Cutter,Cutter,True,True,True,,True,True
7,Mega_Stitch,Mega_Stitch,Mega_Stitch,Base,Base,Base,True,True,True,,True,True
8,Mega_Stitch,Mega_Stitch,Mega_Stitch,Base,Base,Base,True,True,True,,True,True
9,Mega_Stitch,Mega_Stitch,Mega_Stitch,RF_Welder,RF_Welder,RF_Welder,True,True,True,,True,True
10,Mega_Stitch,Mega_Stitch,Mega_Stitch,Base,RF_Welder,RF_Welder,True,True,True,,True,True
11,Mega_Stitch,Mega_Stitch,Mega_Stitch,Base,RF_Welder,RF_Welder,True,True,True,,True,True
12,Mega_Stitch,Mega_Stitch,Mega_Stitch,Base,RF_Welder,RF_Welder,True,True,True,,True,True
13,Base,Long_Arm,Base,Base,RF_Welder,RF_Welder,False,False,False,,True,True
14,Base,Base,Base,Base,RF_Welder,RF_Welder,,,,,True,True
15,Mega_Stitch,Mega_Stitch,Mega_Stitch,Base,RF_Welder,RF_Welder,False,False,False,,True,True
16,Base,Base,Base,Base,RF_Welder,RF_Welder,True,True,True,,True,True
17,Long_Arm,Long_Arm,Long_Arm,Base,RF_Welder,RF_Welder,True,True,True,,True,True
18,Long_Arm,Long_Arm,Long_Arm,Base,RF_Welder,RF_Welder,True,True,True,,True,True
19,Long_Arm,Long_Arm,Long_Arm,Base,RF_Welder,RF_Welder,True,True,True,,True,True
20,Long_Arm,Long_Arm,Long_Arm,Base,RF_Welder,RF_Welder,True,True,True,,True,True
21,Long_Arm,Long_Arm,Long_Arm,Base,RF_Welder,RF_Welder,True,True,True,,True,True
22,Long_Arm,Long_Arm,Long_Arm,Base,RF_Welder,RF_Welder,True,True,True,,True,True
23,Long_Arm,Long_Arm,Long_Arm,RF_Welder,RF_Welder,RF_Welder,True,True,True,,True,True
24,Long_Arm,Long_Arm,Long_Arm,Base,Base,Base,True,True,True,,False,False
25,Long_Arm,Long_Arm,Long_Arm,RF_Welder,RF_Welder,RF_Welder,True,True,True,,False,False
26,Long_Arm,Long_Arm,Long_Arm,RF_Welder,RF_Welder,RF_Welder,True,True,True,,True,True
27,Long_Arm,Long_Arm,Long_Arm,Base,Base,Base,True,True,True,,True,True
28,Long_Arm,Long_Arm,Long_Arm,Base,Base,Base,True,True,True,,True,True
29,Long_Arm,Long_Arm,Long_Arm,Mega_Stitch,Mega_Stitch,Mega_Stitch,True,True,True,,True,True
30,Long_Arm,Long_Arm,Long_Arm,Base,Mega_Stitch,Mega_Stitch,True,True,True,,True,True
31,Long_Arm,Long_Arm,Long_Arm,Base,Mega_Stitch,Mega_Stitch,True,True,True,,True,True
32,Base,Base,Base,Base,Mega_Stitch,Mega_Stitch,False,False,False,,True,True
33,Base,Base,Base,Base,Mega_Stitch,Mega_Stitch,,,,,True,True
34,Base,Base,Base,Base,Mega_Stitch,Mega_Stitch,,,,,True,True
35,Long_Arm,Long_Arm,Long_Arm,Base,Mega_Stitch,Mega_Stitch,False,False,False,,True,True
36,Base,Base,Base,Base,Mega_Stitch,Mega_Stitch,True,True,True,,True,True
37,Grommet,Grommet,Grommet,Base,Mega_Stitch,Mega_Stitch,True,True,True,,True,True
38,Grommet,Grommet,Grommet,Mega_Stitch,Mega_Stitch,Mega_Stitch,True,True,True,,True,True
39,Grommet,Grommet,Grommet,Base,Base,Base,True,True,True,,False,False
40,Grommet,Grommet,Grommet,Mega_Stitch,Mega_Stitch,Mega_Stitch,True,True,True,,False,False
41,Grommet,Grommet,Grommet,Mega_Stitch,Mega_Stitch,Mega_Stitch,True,True,True,,True,True
42,Grommet,Grommet,Grommet,Base,Base,Base,True,True,True,,True,True
43,Grommet,Grommet,Grommet,Base,Base,Base,True,True,True,,True,True
44,Grommet,Grommet,Grommet,Grommet,Grommet,Grommet,True,True,True,,True,True
45,Grommet,Grommet,Grommet,Base,Grommet,Grommet,True,True,True,,True,True
46,Grommet,Grommet,Grommet,Base,Grommet,Grommet,True,True,True,,True,True
47,Grommet,Grommet,Grommet,Base,Grommet,Grommet,False,False,False,,True,True
48,Base,Base,Base,Grommet,Grommet,Grommet,True,True,True,,True,True
49,Mega_Stitch,Mega_Stitch,Mega_Stitch,Base,Base,Base,True,True,True,,False,False
50,Mega_Stitch,Mega_Stitch,Mega_Stitch,Base,Base,Base,True,True,True,,,
51,Mega_Stitch,Mega_Stitch,Mega_Stitch,Base,Base,Base,True,True,True,,,
52,Mega_Stitch,Mega_Stitch,Mega_Stitch,Base,Base,Base,True,True,True,,,
53,Mega_Stitch,Mega_Stitch,Mega_Stitch,Base,Base,Base,True,True,True,,,
54,Mega_Stitch,Mega_Stitch,Mega_Stitch,Base,Base,Base,True,True,True,,,
55,Mega_Stitch,Mega_Stitch,Mega_Stitch,Base,Base,Base,True,True,True,,,
56,Mega_Stitch,Mega_Stitch,Mega_Stitch,Base,Base,Base,True,True,True,,,
57,Mega_Stitch,Mega_Stitch,Mega_Stitch,Base,Base,Base,True,True,True,,,
58,Mega_Stitch,Mega_Stitch,Mega_Stitch,Base,Base,Base,True,True,True,,,
59,Base,Base,Base,Base,Base,Base,False,False,False,,,
